learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
61000.0,4.142637455,9.214977405043546E-7,61000.0,93.8,87.6,93.8,87.6,61000.0,1386840.0,10.0,36732.399999999994,3228.74020564609,128224.0,16947.8271199847,46.5,5.114793359570952,29.0,4.0879225911349035,29.0,4.0879225911349035,5.0,0.14907119849998599,0.0,0.0,0.0,0.0,1.0,0.0
62000.0,4.232494783,9.546335537424786E-7,62000.0,94.8,89.6,94.8,89.6,62000.0,1425432.0,10.0,37735.7,3229.089779041628,132076.8,16823.81221219231,48.3,5.05096250453537,30.400000000000002,4.033746535308224,30.400000000000002,4.033746535308224,5.0,0.14907119849998599,0.0,0.0,0.0,0.0,1.0,0.0
63000.0,4.319994473,9.87843622992173E-7,63000.0,94.19999999999999,88.39999999999999,94.19999999999999,88.39999999999999,63000.0,1467120.0,10.0,38762.5,3233.9997397443713,136211.2,17720.280316819673,49.8,5.248915231846587,31.3,4.258455640774533,31.3,4.258455640774533,5.1,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0
64000.0,4.414217918,1.0262046915039895E-6,64000.0,93.5,87.00000000000001,93.5,87.00000000000001,64000.0,1573744.0,10.0,39747.7,3228.62705960289,146854.40000000002,17469.49728921178,52.5,5.358793396527493,33.7,4.28965163050697,33.7,4.28965163050697,5.1,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0
65000.0,4.510369479,1.0664884104803576E-6,65000.0,93.30000000000001,86.60000000000001,93.30000000000001,86.60000000000001,65000.0,1619480.0,10.0,40750.5,3228.5190524793597,151394.4,18061.615354853137,53.800000000000004,5.472760830797478,34.5,4.410215414239989,34.5,4.410215414239989,5.1,0.10000000000000002,0.0,0.0,0.0,0.0,1.0,0.0
66000.0,4.600587197,1.1046666082148584E-6,66000.0,94.3,88.6,94.3,88.6,66000.0,1635784.0,10.0,41750.9,3226.632150125301,153017.6,18277.23345172592,54.4,5.4958570254733194,34.800000000000004,4.439219150556398,34.800000000000004,4.439219150556398,5.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
67000.0,4.702906373,1.1503725390817555E-6,67000.0,93.2,86.4,93.2,86.4,67000.0,1726704.0,10.0,42747.200000000004,3224.9204910095586,162078.4,17666.723372990753,57.1,5.338435059911181,37.2,4.283819687044625,37.2,4.283819687044625,5.300000000000001,0.1527525231651947,0.0,0.0,0.0,0.0,1.0,0.0
68000.0,4.800869088,1.1947767617912754E-6,68000.0,93.2,86.4,93.2,86.4,68000.0,1752128.0,10.0,43757.700000000004,3223.881797702198,164609.6,17609.65633281922,57.9,5.246056720157637,37.599999999999994,4.248398391027951,37.599999999999994,4.248398391027951,5.400000000000001,0.1632993161855452,0.0,0.0,0.0,0.0,1.0,0.0
69000.0,4.910088413,1.247098910232716E-6,69000.0,94.3,88.6,94.3,88.6,69000.0,1851776.0,10.0,44763.1,3220.5705721191703,174540.8,17210.7290650661,61.5,5.289927535735563,40.6,4.2405450383438,40.6,4.2405450383438,5.400000000000001,0.1632993161855452,0.0,0.0,0.0,0.0,1.0,0.0
70000.0,5.014750797,1.2977438138128318E-6,70000.0,95.5,90.99999999999999,95.5,90.99999999999999,70000.0,1870456.0,10.0,45752.1,3219.4321530011744,176404.80000000002,17488.506781312117,62.0,5.463006905033568,41.0,4.376706016578627,41.0,4.376706016578627,5.400000000000001,0.1632993161855452,0.0,0.0,0.0,0.0,1.0,0.0
71000.0,5.114598798,1.3471725023803671E-6,71000.0,95.1,90.19999999999999,95.1,90.19999999999999,71000.0,1913560.0,10.0,46750.2,3220.7910063626705,180685.6,18279.368510366483,63.400000000000006,5.66705880996091,42.0,4.526465385804788,42.0,4.526465385804788,5.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0
72000.0,5.217669207,1.3992252284458215E-6,72000.0,94.3,88.6,94.3,88.6,72000.0,1952144.0,10.0,47749.899999999994,3216.8107651661585,184513.6,18769.49967675099,64.30000000000001,5.547872465088656,42.599999999999994,4.51220566907139,42.599999999999994,4.51220566907139,5.5,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0
73000.0,5.331492823,1.459411716218816E-6,73000.0,94.39999999999999,88.79999999999998,94.39999999999999,88.79999999999998,73000.0,2043944.0,10.0,48759.3,3217.7587336184447,193658.40000000002,17837.742400252835,66.89999999999999,5.45985347788748,44.8,4.30193754797378,44.8,4.30193754797378,5.7,0.1527525231651946,0.0,0.0,0.0,0.0,1.0,0.0
74000.0,5.435611221,1.5154586820260867E-6,74000.0,95.39999999999999,90.8,95.39999999999999,90.8,74000.0,2080784.0,10.0,49741.799999999996,3213.968404739951,197351.2,17860.174440357518,68.60000000000001,5.487764167268447,46.1,4.295863643604676,46.1,4.295863643604676,5.7,0.1527525231651946,0.0,0.0,0.0,0.0,1.0,0.0
